Name,Team,x,Position,y,Height,z,College,Salary
Kevin Durant,Oklahoma City Thunder,1.085040618407655,SF,0.014392547820192683,6-9,0.7006108622381843,Texas,2.95363570020376
Randy Foye,Oklahoma City Thunder,-0.7329875755737344,SG,1.1509075308630046,6-4,-0.32432157860381045,Villanova,-0.32667709707263043
Josh Huestis,Oklahoma City Thunder,1.0223499910289866,SF,-0.6675164420054944,6-7,0.321006254518927,Stanford,-0.7110510426110742
Serge Ibaka,Oklahoma City Thunder,-0.5449156934377286,PF,-0.21291044878836968,6-10,0.890413166097813,,1.4297088910075972
Enes Kanter,Oklahoma City Thunder,-0.41953443868039136,C,-0.6675164420054944,6-11,0.890413166097813,Kentucky,2.2308251549070537
Mitch McGary,Oklahoma City Thunder,0.959659363650318,PF,-0.6675164420054944,6-10,1.2700177738170702,Michigan,-0.6488501213875638
Nazr Mohammed,Oklahoma City Thunder,-0.2941531839230542,C,2.5147255105143786,6-10,1.0802154699574416,Kentucky,-0.8878172739810548
Anthony Morrow,Oklahoma City Thunder,-0.9837500850884089,SG,0.6963015376458798,6-5,-0.43820296091958766,Georgia Tech,-0.286404505574137
Cameron Payne,Oklahoma City Thunder,0.2700624624849633,PG,-1.3494254318311814,6-3,-1.3872144802177309,Murray State,-0.5412355907651781
Andre Roberson,Oklahoma City Thunder,0.20737183510629467,SG,-0.6675164420054944,6-7,-0.43820296091958766,Colorado,-0.6974547074142623
Kyle Singler,Oklahoma City Thunder,-0.795678202952403,SF,0.24169554442875504,6-8,0.2450853329750755,Duke,-0.06365275546763749
Dion Waiters,Oklahoma City Thunder,-0.9210594577097403,SG,-0.6675164420054944,6-4,-0.05859835320033033,Syracuse,0.05936748659161207
Russell Westbrook,Oklahoma City Thunder,-1.109131339845746,PG,0.014392547820192683,6-3,-0.817807568638845,UCLA,2.2957079609558084
Cliff Alexander,Portland Trail Blazers,1.0223499910289866,PF,-1.5767284284397438,6-8,0.7006108622381843,Kansas,-0.8295848409006614
Al-Farouq Aminu,Portland Trail Blazers,-0.6076063208163972,SF,-0.440213445396932,6-9,-0.24840065705995898,Wake Forest,0.6190341491115724
Pat Connaughton,Portland Trail Blazers,-0.795678202952403,SG,-0.8948194386140568,6-5,-0.5900448040072905,Notre Dame,-0.8103156583654971
Allen Crabbe,Portland Trail Blazers,0.3327530898636319,SG,-0.6675164420054944,6-6,-0.43820296091958766,California,-0.7482336279982287
Ed Davis,Portland Trail Blazers,-0.043390674408379744,C,0.014392547820192683,6-10,0.7006108622381843,North Carolina,0.4143775102483696
Maurice Harkless,Portland Trail Blazers,-0.8583688303310716,SF,-0.8948194386140568,6-9,-0.24840065705995898,St. John's,-0.3731044581646807
Gerald Henderson,Portland Trail Blazers,-0.5449156934377286,SG,0.24169554442875504,6-5,-0.24840065705995898,Duke,0.22538498255982728
Chris Kaman,Portland Trail Blazers,1.085040618407655,C,1.6055135240801293,7-0,1.6496223815363276,Central Michigan,0.03577622641381039
Meyers Leonard,Portland Trail Blazers,-0.41953443868039136,PF,-0.6675164420054944,7-1,0.890413166097813,Illinois,-0.3380690377874196
Damian Lillard,Portland Trail Blazers,-1.109131339845746,PG,-0.440213445396932,6-3,-1.0076098724984737,Weber State,-0.11446809480659538
C.J. McCollum,Portland Trail Blazers,-0.9210594577097403,SG,-0.6675164420054944,6-4,-0.817807568638845,Lehigh,-0.44418827984507653
Luis Montero,Portland Trail Blazers,1.6492562648156726,SG,-0.8948194386140568,6-7,-1.3872144802177309,Westchester CC,-0.8295848409006614
Mason Plumlee,Portland Trail Blazers,0.3954437172423005,C,-0.21291044878836968,6-11,0.5108085583785557,Duke,-0.6580068369282739
Brian Roberts,Portland Trail Blazers,-0.9837500850884089,PG,0.6963015376458798,6-1,-1.8427400094808397,Dayton,-0.38064236968061166
Noah Vonleh,Portland Trail Blazers,0.20737183510629467,PF,-1.5767284284397438,6-9,0.7006108622381843,Indiana,-0.42249888798349555
Trevor Booker,Utah Jazz,0.959659363650318,PF,0.24169554442875504,6-8,0.2450853329750755,Clemson,-0.010662503495935616
Trey Burke,Utah Jazz,-0.9210594577097403,PG,-0.8948194386140568,6-1,-1.1594517155861765,Michigan,-0.41854485172727984
Alec Burks,Utah Jazz,-0.48222506605906,SG,-0.6675164420054944,6-6,-0.2863611178318847,Colorado,0.8927700365960378
Dante Exum,Utah Jazz,-0.41953443868039136,PG,-1.5767284284397438,6-6,-1.1974121763581023,,-0.20283020708262234
Derrick Favors,Utah Jazz,-0.16877192916571696,PF,-0.6675164420054944,6-10,1.6496223815363276,Georgia Tech,1.3815359346696865
Rudy Gobert,Utah Jazz,0.5835155993783063,C,-0.8948194386140568,7-1,0.890413166097813,,-0.7041835059555417
Gordon Hayward,Utah Jazz,0.14468120772762608,SF,-0.21291044878836968,6-8,0.16916441143122407,Butler,2.0385322016338887
Rodney Hood,Utah Jazz,-0.795678202952403,SG,-0.8948194386140568,6-8,-0.5900448040072905,Duke,-0.6709326045728621
Joe Ingles,Utah Jazz,-0.9837500850884089,SF,0.24169554442875504,6-8,0.16916441143122407,,-0.5357477275791633
Chris Johnson,Utah Jazz,0.3327530898636319,SF,-0.21291044878836968,6-6,-0.5900448040072905,Dayton,-0.7416682321248474
Trey Lyles,Utah Jazz,1.4611843826796669,PF,-1.5767284284397438,6-10,0.4728480976066299,Kentucky,-0.49917481912742145
Shelvin Mack,Utah Jazz,-0.6076063208163972,PG,-0.21291044878836968,6-3,-0.7039261863230678,Butler,-0.46188259209164184
Raul Neto,Utah Jazz,0.45813434462096914,PG,-0.6675164420054944,6-1,-1.6149772448492854,,-0.757343326733553
Tibor Pleiss,Utah Jazz,0.20737183510629467,C,-0.21291044878836968,7-3,1.307978234588996,,-0.3719596760302666
Jeff Withey,Utah Jazz,0.3954437172423005,C,-0.21291044878836968,7-0,0.3589667152908527,Kansas,-0.7482336279982287
,,0.3954437172423005,,-0.21291044878836968,,0.3589667152908527,,-0.7482336279982287
